phase,policy,control,query_position,target_index,condition_source_index,greedy_token_decoded,greedy_rdkit_valid,greedy_policy_accepted,raw_non_greedy_draws,raw_token_decoded,raw_rdkit_valid,raw_policy_accepted,unique_policy_accepted_non_greedy,retained_unique_candidate_count
final,beam64_lp00,correct_embedding,42,17480,17480,1.0,1.0,1.0,64,64,64,64,57,50
final,beam64_lp00,correct_embedding,43,27454,27454,1.0,1.0,1.0,64,64,46,46,40,41
final,beam64_lp00,correct_embedding,44,24819,24819,1.0,1.0,1.0,64,64,15,15,10,11
final,beam64_lp00,correct_embedding,45,24556,24556,1.0,1.0,1.0,64,64,40,40,34,35
final,beam64_lp00,correct_embedding,46,13142,13142,1.0,1.0,1.0,64,64,51,51,50,50
final,beam64_lp00,correct_embedding,47,27242,27242,1.0,1.0,1.0,64,64,34,34,32,33
final,beam64_lp00,correct_embedding,48,36852,36852,1.0,1.0,1.0,64,64,52,52,47,48
final,beam64_lp00,correct_embedding,49,9315,9315,1.0,1.0,1.0,64,64,50,50,44,45
final,beam64_lp00,correct_embedding,50,42777,42777,1.0,1.0,1.0,64,64,46,46,40,41
final,beam64_lp00,correct_embedding,51,21169,21169,1.0,1.0,1.0,64,64,52,52,46,47
final,beam64_lp00,correct_embedding,52,34747,34747,1.0,1.0,1.0,64,64,46,46,43,44
final,beam64_lp00,correct_embedding,53,35660,35660,1.0,1.0,1.0,64,64,61,61,58,50
final,beam64_lp00,correct_embedding,54,2269,2269,1.0,1.0,1.0,64,64,62,62,56,50
final,beam64_lp00,correct_embedding,55,45501,45501,1.0,1.0,1.0,64,64,42,42,35,36
final,beam64_lp00,correct_embedding,56,12886,12886,1.0,1.0,1.0,64,64,59,59,55,50
final,beam64_lp00,correct_embedding,57,25560,25560,1.0,1.0,1.0,64,64,43,43,35,36
final,beam64_lp00,correct_embedding,58,20936,20936,1.0,1.0,1.0,64,64,43,43,32,33
final,beam64_lp00,correct_embedding,59,4492,4492,1.0,1.0,1.0,64,64,28,28,25,26
final,beam64_lp00,correct_embedding,60,46489,46489,1.0,1.0,1.0,64,64,41,41,37,38
final,beam64_lp00,correct_embedding,61,37503,37503,1.0,1.0,1.0,64,64,64,64,63,50
final,beam64_lp00,correct_embedding,62,48953,48953,1.0,1.0,1.0,64,64,53,53,44,45
final,beam64_lp00,correct_embedding,63,33518,33518,1.0,1.0,1.0,64,64,41,41,37,38
final,beam64_lp00,correct_embedding,64,5587,5587,1.0,1.0,1.0,64,64,27,27,21,22
final,beam64_lp00,correct_embedding,65,35857,35857,1.0,1.0,1.0,64,64,45,45,42,43
final,beam64_lp00,correct_embedding,66,23089,23089,1.0,0.0,0.0,64,64,43,43,43,43
final,beam64_lp00,correct_embedding,67,35328,35328,1.0,1.0,1.0,64,64,36,36,31,32
final,beam64_lp00,correct_embedding,68,19641,19641,1.0,1.0,1.0,64,64,49,49,41,42
final,beam64_lp00,correct_embedding,69,29330,29330,1.0,1.0,1.0,64,64,21,21,18,19
final,beam64_lp00,correct_embedding,70,8189,8189,1.0,1.0,1.0,64,64,35,35,31,32
final,beam64_lp00,correct_embedding,71,47187,47187,1.0,1.0,1.0,64,64,40,40,32,33
final,beam64_lp00,correct_embedding,72,38157,38157,1.0,1.0,1.0,64,64,50,50,45,46
final,beam64_lp00,correct_embedding,73,12279,12279,1.0,1.0,1.0,64,64,31,31,23,24
final,beam64_lp00,correct_embedding,74,32155,32155,1.0,1.0,1.0,64,64,31,31,25,26
final,beam64_lp00,correct_embedding,75,2545,2545,1.0,1.0,1.0,64,64,51,51,43,44
final,beam64_lp00,correct_embedding,76,15807,15807,1.0,1.0,1.0,64,64,29,29,24,25
final,beam64_lp00,correct_embedding,77,3923,3923,1.0,1.0,1.0,64,64,36,36,32,33
final,beam64_lp00,correct_embedding,78,15050,15050,1.0,1.0,1.0,64,64,20,20,19,20
final,beam64_lp00,correct_embedding,79,23418,23418,1.0,1.0,1.0,64,64,54,54,49,50
final,beam64_lp00,correct_embedding,80,10705,10705,1.0,1.0,1.0,64,64,34,34,33,34
final,beam64_lp00,correct_embedding,81,14200,14200,1.0,1.0,1.0,64,64,45,45,40,41
final,beam64_lp00,correct_embedding,82,34326,34326,1.0,1.0,1.0,64,64,51,51,51,50
final,beam64_lp00,correct_embedding,83,5517,5517,1.0,1.0,1.0,64,64,26,26,25,26
final,beam64_lp00,correct_embedding,84,34603,34603,1.0,1.0,1.0,64,64,62,62,59,50
final,beam64_lp00,correct_embedding,85,1602,1602,1.0,1.0,1.0,64,64,27,27,23,24
final,beam64_lp00,correct_embedding,86,3207,3207,1.0,1.0,1.0,64,64,54,54,51,50
final,beam64_lp00,correct_embedding,87,33299,33299,1.0,0.0,0.0,64,64,23,23,22,22
final,beam64_lp00,correct_embedding,88,48840,48840,1.0,1.0,1.0,64,64,60,60,57,50
final,beam64_lp00,correct_embedding,89,43991,43991,1.0,1.0,1.0,64,64,57,57,37,38
final,beam64_lp00,correct_embedding,90,29783,29783,1.0,1.0,1.0,64,64,52,52,44,45
final,beam64_lp00,correct_embedding,91,21214,21214,1.0,1.0,1.0,64,64,28,28,25,26
final,beam64_lp00,correct_embedding,92,42385,42385,1.0,1.0,1.0,64,64,46,46,37,38
final,beam64_lp00,correct_embedding,93,19583,19583,1.0,0.0,0.0,64,64,23,23,23,23
final,beam64_lp00,correct_embedding,94,7988,7988,1.0,1.0,1.0,64,64,58,58,57,50
final,beam64_lp00,correct_embedding,95,23282,23282,1.0,1.0,1.0,64,64,29,29,24,25
final,beam64_lp00,correct_embedding,96,22837,22837,1.0,1.0,1.0,64,64,39,39,34,35
final,beam64_lp00,correct_embedding,97,29600,29600,1.0,1.0,1.0,64,64,56,56,51,50
final,beam64_lp00,correct_embedding,98,45016,45016,1.0,1.0,1.0,64,64,19,19,11,12
final,beam64_lp00,correct_embedding,99,23309,23309,1.0,1.0,1.0,64,64,26,26,21,22
final,beam64_lp00,correct_embedding,100,12782,12782,1.0,1.0,1.0,64,64,63,63,52,50
final,beam64_lp00,correct_embedding,101,15273,15273,1.0,1.0,1.0,64,64,30,30,28,29
final,beam64_lp00,correct_embedding,102,30992,30992,1.0,1.0,1.0,64,64,46,46,45,46
final,beam64_lp00,correct_embedding,103,39997,39997,1.0,1.0,1.0,64,64,48,48,40,41
final,beam64_lp00,correct_embedding,104,34551,34551,1.0,1.0,1.0,64,64,39,39,37,38
final,beam64_lp00,correct_embedding,105,25480,25480,1.0,1.0,1.0,64,64,29,28,22,23
final,beam64_lp00,correct_embedding,106,18795,18795,1.0,1.0,1.0,64,64,46,46,37,38
final,beam64_lp00,correct_embedding,107,20713,20713,1.0,1.0,1.0,64,64,37,37,27,28
final,beam64_lp00,correct_embedding,108,27280,27280,1.0,1.0,1.0,64,64,24,23,19,20
final,beam64_lp00,correct_embedding,109,444,444,1.0,1.0,1.0,64,64,16,16,12,13
final,beam64_lp00,correct_embedding,110,44462,44462,1.0,1.0,1.0,64,64,62,62,51,50
final,beam64_lp00,correct_embedding,111,35086,35086,1.0,0.0,0.0,64,64,44,44,44,44
final,beam64_lp00,correct_embedding,112,220,220,1.0,1.0,1.0,64,64,61,61,57,50
final,beam64_lp00,correct_embedding,113,29297,29297,1.0,1.0,1.0,64,64,39,39,36,37
final,beam64_lp00,correct_embedding,114,26844,26844,1.0,1.0,1.0,64,64,29,29,25,26
final,beam64_lp00,correct_embedding,115,22116,22116,1.0,1.0,1.0,64,64,38,38,32,33
final,beam64_lp00,correct_embedding,116,31789,31789,1.0,1.0,1.0,64,64,51,51,33,34
final,beam64_lp00,correct_embedding,117,13704,13704,1.0,1.0,1.0,64,64,64,64,47,48
final,beam64_lp00,correct_embedding,118,20369,20369,1.0,1.0,1.0,64,64,39,39,35,36
final,beam64_lp00,correct_embedding,119,19674,19674,1.0,1.0,1.0,64,64,55,55,53,50
final,beam64_lp00,correct_embedding,120,22902,22902,1.0,1.0,1.0,64,64,37,37,36,37
final,beam64_lp00,correct_embedding,121,34787,34787,1.0,1.0,1.0,64,64,12,12,9,10
final,beam64_lp00,correct_embedding,122,38826,38826,1.0,0.0,0.0,64,64,17,17,15,15
final,beam64_lp00,correct_embedding,123,721,721,1.0,1.0,1.0,64,64,40,40,34,35
final,beam64_lp00,correct_embedding,124,18789,18789,1.0,1.0,1.0,64,64,64,64,61,50
final,beam64_lp00,correct_embedding,125,5017,5017,1.0,1.0,1.0,64,64,45,45,45,46
final,beam64_lp00,correct_embedding,126,23045,23045,1.0,1.0,1.0,64,64,50,50,48,49
final,beam64_lp00,correct_embedding,127,28580,28580,1.0,1.0,1.0,64,64,30,30,24,25
final,beam64_lp00,correct_embedding,128,14006,14006,1.0,1.0,1.0,64,64,50,50,47,48
final,beam64_lp00,correct_embedding,129,37708,37708,1.0,1.0,1.0,64,64,45,45,33,34
final,beam64_lp00,correct_embedding,130,18380,18380,1.0,1.0,1.0,64,64,43,43,42,43
final,beam64_lp00,correct_embedding,131,11238,11238,1.0,1.0,1.0,64,64,31,31,28,29
final,beam64_lp00,correct_embedding,132,16622,16622,1.0,1.0,1.0,64,64,58,58,49,50
final,beam64_lp00,correct_embedding,133,43516,43516,1.0,1.0,1.0,64,64,42,42,34,35
final,beam64_lp00,correct_embedding,134,35603,35603,1.0,1.0,1.0,64,64,61,61,58,50
final,beam64_lp00,correct_embedding,135,18183,18183,1.0,1.0,1.0,64,64,54,54,41,42
final,beam64_lp00,correct_embedding,136,23759,23759,1.0,1.0,1.0,64,64,40,40,39,40
final,beam64_lp00,correct_embedding,137,41592,41592,1.0,1.0,1.0,64,64,54,54,47,48
final,beam64_lp00,correct_embedding,138,36911,36911,1.0,1.0,1.0,64,64,23,23,18,19
final,beam64_lp00,correct_embedding,139,7770,7770,1.0,1.0,1.0,64,64,42,42,34,35
final,beam64_lp00,correct_embedding,140,33101,33101,1.0,0.0,0.0,64,64,15,15,14,14
final,beam64_lp00,correct_embedding,141,29477,29477,1.0,1.0,1.0,64,64,32,32,20,21
final,beam64_lp00,correct_embedding,142,18522,18522,1.0,1.0,1.0,64,64,21,21,12,13
final,beam64_lp00,correct_embedding,143,41223,41223,1.0,1.0,1.0,64,64,60,60,54,50
final,beam64_lp00,correct_embedding,144,26419,26419,1.0,1.0,1.0,64,64,36,36,33,34
final,beam64_lp00,correct_embedding,145,45434,45434,1.0,1.0,1.0,64,64,46,46,36,37
final,beam64_lp00,correct_embedding,146,28425,28425,1.0,1.0,1.0,64,64,28,28,23,24
final,beam64_lp00,correct_embedding,147,4409,4409,1.0,1.0,1.0,64,64,56,56,44,45
final,beam64_lp00,correct_embedding,148,43951,43951,1.0,1.0,1.0,64,64,55,55,47,48
final,beam64_lp00,correct_embedding,149,30775,30775,1.0,1.0,1.0,64,64,30,30,26,27
final,beam64_lp00,correct_embedding,150,28396,28396,1.0,1.0,1.0,64,64,16,16,13,14
final,beam64_lp00,correct_embedding,151,19410,19410,1.0,1.0,1.0,64,64,39,39,38,39
final,beam64_lp00,correct_embedding,152,11139,11139,1.0,1.0,1.0,64,64,47,47,45,46
final,beam64_lp00,correct_embedding,153,33765,33765,1.0,1.0,1.0,64,64,32,32,24,25
final,beam64_lp00,correct_embedding,154,8471,8471,1.0,1.0,1.0,64,64,56,56,55,50
final,beam64_lp00,correct_embedding,155,28439,28439,1.0,1.0,1.0,64,64,64,64,60,50
final,beam64_lp00,correct_embedding,156,6752,6752,1.0,1.0,1.0,64,64,43,43,35,36
final,beam64_lp00,correct_embedding,157,39032,39032,1.0,1.0,1.0,64,64,36,36,32,33
final,beam64_lp00,correct_embedding,158,32069,32069,1.0,1.0,1.0,64,64,64,64,63,50
final,beam64_lp00,correct_embedding,159,14130,14130,1.0,1.0,1.0,64,64,28,28,19,20
final,beam64_lp00,correct_embedding,160,18260,18260,1.0,1.0,1.0,64,64,48,48,37,38
final,beam64_lp00,correct_embedding,161,7905,7905,1.0,1.0,1.0,64,64,51,51,37,38
final,beam64_lp00,correct_embedding,162,25335,25335,1.0,1.0,1.0,64,64,63,63,57,50
final,beam64_lp00,correct_embedding,163,18068,18068,1.0,1.0,1.0,64,64,16,16,8,9
final,beam64_lp00,correct_embedding,164,35771,35771,1.0,1.0,1.0,64,64,50,50,44,45
final,beam64_lp00,correct_embedding,165,31149,31149,1.0,1.0,1.0,64,64,45,45,39,40
final,beam64_lp00,correct_embedding,166,47266,47266,1.0,1.0,1.0,64,64,22,22,16,17
final,beam64_lp00,correct_embedding,167,5532,5532,1.0,1.0,1.0,64,64,54,54,49,50
final,beam64_lp00,correct_embedding,168,5068,5068,1.0,1.0,1.0,64,64,47,47,40,41
final,beam64_lp00,correct_embedding,169,32980,32980,1.0,1.0,1.0,64,64,53,53,44,45
final,beam64_lp00,correct_embedding,170,4474,4474,1.0,1.0,1.0,64,64,50,50,49,50
final,beam64_lp00,correct_embedding,171,14087,14087,1.0,1.0,1.0,64,64,49,49,36,37
final,beam64_lp00,correct_embedding,172,40670,40670,1.0,1.0,1.0,64,64,39,39,36,37
final,beam64_lp00,correct_embedding,173,961,961,1.0,1.0,1.0,64,64,29,29,24,25
final,beam64_lp00,correct_embedding,174,27388,27388,1.0,1.0,1.0,64,64,62,62,48,49
final,beam64_lp00,correct_embedding,175,12329,12329,1.0,1.0,1.0,64,64,34,34,21,22
final,beam64_lp00,correct_embedding,176,46706,46706,1.0,1.0,1.0,64,64,29,29,26,27
final,beam64_lp00,correct_embedding,177,32905,32905,1.0,1.0,1.0,64,64,33,33,29,30
final,beam64_lp00,correct_embedding,178,45569,45569,1.0,1.0,1.0,64,64,36,36,34,35
final,beam64_lp00,correct_embedding,179,42263,42263,1.0,1.0,1.0,64,64,64,64,63,50
final,beam64_lp00,correct_embedding,180,31476,31476,1.0,1.0,1.0,64,64,27,27,21,22
final,beam64_lp00,correct_embedding,181,11988,11988,1.0,1.0,1.0,64,64,64,64,62,50
final,beam64_lp00,correct_embedding,182,7913,7913,1.0,1.0,1.0,64,64,64,64,60,50
final,beam64_lp00,correct_embedding,183,38273,38273,1.0,1.0,1.0,64,64,48,48,46,47
final,beam64_lp00,correct_embedding,184,23294,23294,1.0,1.0,1.0,64,64,62,62,56,50
final,beam64_lp00,correct_embedding,185,47847,47847,1.0,1.0,1.0,64,64,37,37,35,36
final,beam64_lp00,correct_embedding,186,43320,43320,1.0,1.0,1.0,64,64,48,48,36,37
final,beam64_lp00,correct_embedding,187,4733,4733,1.0,1.0,1.0,64,64,13,13,7,8
final,beam64_lp00,correct_embedding,188,14057,14057,1.0,1.0,1.0,64,64,60,60,50,50
final,beam64_lp00,correct_embedding,189,23568,23568,1.0,1.0,1.0,64,64,23,23,15,16
final,beam64_lp00,correct_embedding,190,14865,14865,1.0,1.0,1.0,64,64,41,41,35,36
final,beam64_lp00,correct_embedding,191,21721,21721,1.0,1.0,1.0,64,64,64,64,63,50
final,beam64_lp00,correct_embedding,192,3857,3857,1.0,1.0,1.0,64,64,36,36,23,24
final,beam64_lp00,correct_embedding,193,13162,13162,1.0,1.0,1.0,64,64,42,42,35,36
final,beam64_lp00,correct_embedding,194,16396,16396,1.0,1.0,1.0,64,64,27,27,20,21
final,beam64_lp00,correct_embedding,195,14864,14864,1.0,1.0,1.0,64,64,34,34,26,27
final,beam64_lp00,correct_embedding,196,17339,17339,1.0,1.0,1.0,64,64,36,36,30,31
final,beam64_lp00,correct_embedding,197,8404,8404,1.0,1.0,1.0,64,64,57,57,48,49
final,beam64_lp00,correct_embedding,198,38715,38715,1.0,1.0,1.0,64,64,39,39,26,27
final,beam64_lp00,correct_embedding,199,8896,8896,1.0,1.0,1.0,64,64,25,25,20,21
final,beam64_lp00,correct_embedding,200,20907,20907,1.0,1.0,1.0,64,64,27,27,16,17
final,beam64_lp00,correct_embedding,201,24061,24061,1.0,1.0,1.0,64,64,37,37,33,34
final,beam64_lp00,correct_embedding,202,21066,21066,1.0,1.0,1.0,64,64,59,58,57,50
final,beam64_lp00,correct_embedding,203,1961,1961,1.0,1.0,1.0,64,64,50,50,47,48
final,beam64_lp00,correct_embedding,204,24667,24667,1.0,1.0,1.0,64,64,31,31,26,27
final,beam64_lp00,correct_embedding,205,45915,45915,1.0,1.0,1.0,64,64,55,55,41,42
final,beam64_lp00,correct_embedding,206,14444,14444,1.0,1.0,1.0,64,64,56,56,47,48
final,beam64_lp00,correct_embedding,207,24443,24443,1.0,1.0,1.0,64,64,24,24,19,20
final,beam64_lp00,correct_embedding,208,49207,49207,1.0,1.0,1.0,64,64,60,60,49,50
final,beam64_lp00,correct_embedding,209,15036,15036,1.0,1.0,1.0,64,64,53,53,50,50
final,beam64_lp00,correct_embedding,210,45863,45863,1.0,1.0,1.0,64,64,62,62,55,50
final,beam64_lp00,correct_embedding,211,8767,8767,1.0,1.0,1.0,64,64,44,44,31,32
final,beam64_lp00,correct_embedding,212,28131,28131,1.0,1.0,1.0,64,64,63,63,54,50
final,beam64_lp00,correct_embedding,213,29568,29568,1.0,1.0,1.0,64,64,29,29,23,24
final,beam64_lp00,correct_embedding,214,17834,17834,1.0,1.0,1.0,64,64,57,57,53,50
final,beam64_lp00,correct_embedding,215,14961,14961,1.0,1.0,1.0,64,64,27,27,22,23
final,beam64_lp00,correct_embedding,216,44318,44318,1.0,1.0,1.0,64,64,35,35,28,29
final,beam64_lp00,correct_embedding,217,36456,36456,1.0,1.0,1.0,64,64,52,52,47,48
final,beam64_lp00,correct_embedding,218,36168,36168,1.0,1.0,1.0,64,64,28,28,24,25
final,beam64_lp00,correct_embedding,219,5982,5982,1.0,1.0,1.0,64,64,63,63,62,50
final,beam64_lp00,correct_embedding,220,6068,6068,1.0,1.0,1.0,64,64,38,38,23,24
final,beam64_lp00,correct_embedding,221,24093,24093,1.0,1.0,1.0,64,64,38,38,30,31
final,beam64_lp00,correct_embedding,222,40067,40067,1.0,1.0,1.0,64,64,43,43,37,38
final,beam64_lp00,correct_embedding,223,40486,40486,1.0,1.0,1.0,64,64,29,29,24,25
final,beam64_lp00,correct_embedding,224,31826,31826,1.0,1.0,1.0,64,64,37,37,26,27
final,beam64_lp00,correct_embedding,225,23686,23686,1.0,1.0,1.0,64,64,51,51,42,43
final,beam64_lp00,correct_embedding,226,36847,36847,1.0,1.0,1.0,64,64,35,35,23,24
final,beam64_lp00,correct_embedding,227,7410,7410,1.0,1.0,1.0,64,64,26,26,22,23
final,beam64_lp00,correct_embedding,228,20119,20119,1.0,1.0,1.0,64,64,21,21,16,17
final,beam64_lp00,correct_embedding,229,10963,10963,1.0,1.0,1.0,64,64,33,33,21,22
final,beam64_lp00,correct_embedding,230,1078,1078,1.0,1.0,1.0,64,64,31,31,27,28
final,beam64_lp00,correct_embedding,231,104,104,1.0,1.0,1.0,64,64,29,29,21,22
final,beam64_lp00,correct_embedding,232,9930,9930,1.0,1.0,1.0,64,64,32,32,28,29
final,beam64_lp00,correct_embedding,233,48566,48566,1.0,1.0,1.0,64,64,51,51,47,48
final,beam64_lp00,correct_embedding,234,275,275,1.0,1.0,1.0,64,64,44,44,38,39
final,beam64_lp00,correct_embedding,235,5295,5295,1.0,1.0,1.0,64,64,23,23,16,17
final,beam64_lp00,correct_embedding,236,15825,15825,1.0,1.0,1.0,64,64,23,23,18,19
final,beam64_lp00,correct_embedding,237,34597,34597,1.0,1.0,1.0,64,64,62,62,46,47
final,beam64_lp00,correct_embedding,238,7002,7002,1.0,1.0,1.0,64,64,61,61,58,50
final,beam64_lp00,correct_embedding,239,32770,32770,1.0,0.0,0.0,64,64,15,15,15,15
final,beam64_lp00,correct_embedding,240,37445,37445,1.0,1.0,1.0,64,64,63,63,46,47
final,beam64_lp00,correct_embedding,241,48598,48598,1.0,1.0,1.0,64,64,20,20,13,14
final,beam64_lp00,correct_embedding,242,22221,22221,1.0,1.0,1.0,64,64,54,54,41,42
final,beam64_lp00,correct_embedding,243,19723,19723,1.0,1.0,1.0,64,64,16,16,12,13
final,beam64_lp00,correct_embedding,244,49403,49403,1.0,1.0,1.0,64,64,47,47,40,41
final,beam64_lp00,correct_embedding,245,22004,22004,1.0,1.0,1.0,64,64,35,35,24,25
final,beam64_lp00,correct_embedding,246,45704,45704,1.0,1.0,1.0,64,64,36,36,32,33
final,beam64_lp00,correct_embedding,247,45602,45602,1.0,1.0,1.0,64,64,56,56,53,50
final,beam64_lp00,correct_embedding,248,24975,24975,1.0,1.0,1.0,64,64,26,26,25,26
final,beam64_lp00,correct_embedding,249,38722,38722,1.0,1.0,1.0,64,64,17,17,12,13
final,beam64_lp00,correct_embedding,250,39946,39946,1.0,1.0,1.0,64,64,40,40,36,37
final,beam64_lp00,correct_embedding,251,36510,36510,1.0,1.0,1.0,64,64,56,56,55,50
final,beam64_lp00,correct_embedding,252,47319,47319,1.0,1.0,1.0,64,64,53,53,49,50
final,beam64_lp00,correct_embedding,253,41112,41112,1.0,1.0,1.0,64,64,56,56,39,40
final,beam64_lp00,correct_embedding,254,7374,7374,1.0,1.0,1.0,64,64,18,18,12,13
final,beam64_lp00,correct_embedding,255,8277,8277,1.0,1.0,1.0,64,64,36,36,34,35
final,beam64_lp00,correct_embedding,256,46109,46109,1.0,1.0,1.0,64,64,37,37,24,25
final,beam64_lp00,correct_embedding,257,434,434,1.0,1.0,1.0,64,64,38,38,33,34
final,beam64_lp00,correct_embedding,258,39192,39192,1.0,1.0,1.0,64,64,52,52,43,44
final,beam64_lp00,correct_embedding,259,9868,9868,1.0,1.0,1.0,64,64,55,55,48,49
final,beam64_lp00,correct_embedding,260,48629,48629,1.0,1.0,1.0,64,64,53,53,47,48
final,beam64_lp00,correct_embedding,261,9187,9187,1.0,1.0,1.0,64,64,36,36,30,31
final,beam64_lp00,correct_embedding,262,38756,38756,1.0,1.0,1.0,64,64,26,25,17,18
final,beam64_lp00,correct_embedding,263,45410,45410,1.0,1.0,1.0,64,64,39,39,31,32
final,beam64_lp00,correct_embedding,264,7656,7656,1.0,1.0,1.0,64,64,59,59,51,50
final,beam64_lp00,correct_embedding,265,34049,34049,1.0,1.0,1.0,64,64,41,41,28,29
final,beam64_lp00,correct_embedding,266,43375,43375,1.0,1.0,1.0,64,64,38,38,34,35
final,beam64_lp00,correct_embedding,267,44469,44469,1.0,1.0,1.0,64,64,57,57,54,50
final,beam64_lp00,correct_embedding,268,41523,41523,1.0,1.0,1.0,64,64,35,35,32,33
final,beam64_lp00,correct_embedding,269,46161,46161,1.0,1.0,1.0,64,64,25,25,17,18
final,beam64_lp00,correct_embedding,270,26432,26432,1.0,1.0,1.0,64,64,43,43,34,35
final,beam64_lp00,correct_embedding,271,34550,34550,1.0,1.0,1.0,64,64,42,42,38,39
final,beam64_lp00,correct_embedding,272,32177,32177,1.0,1.0,1.0,64,64,29,29,24,25
final,beam64_lp00,correct_embedding,273,17835,17835,1.0,1.0,1.0,64,64,21,21,17,18
final,beam64_lp00,correct_embedding,274,29780,29780,1.0,1.0,1.0,64,64,54,54,52,50
final,beam64_lp00,correct_embedding,275,35134,35134,1.0,1.0,1.0,64,64,39,39,33,34
final,beam64_lp00,correct_embedding,276,23359,23359,1.0,1.0,1.0,64,64,30,30,28,29
final,beam64_lp00,correct_embedding,277,47483,47483,1.0,1.0,1.0,64,64,36,36,24,25
final,beam64_lp00,correct_embedding,278,23166,23166,1.0,1.0,1.0,64,64,30,30,27,28
final,beam64_lp00,correct_embedding,279,16302,16302,1.0,1.0,1.0,64,64,43,43,35,36
